t,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B
2600,0.039,0.035,0.032,0.041,0.034,0.038,0.039,0.035,0.04,0.034,0.036,0.036,0.036,0.035,0.033,0.04,0.038,0.036,0.028,0.045,0.04,0.034,0.041,0.033,0.029,0.044,0.036,0.037,0.042,0.032,0.031,0.042,0.028,0.044,0.041,0.033,0.04,0.034,0.04,0.032,0.031,0.041,0.036,0.036,0.032,0.042,0.035,0.039,0.038,0.036,0.035,0.037,0.032,0.035,0.034,0.039,0.038,0.036,0.037,0.036,0.044,0.03,0.04,0.034,0.024,0.045,0.044,0.03,0.033,0.04,0.039,0.035,0.037,0.037,0.036,0.038,0.036,0.038,0.034,0.04,0.031,0.043,0.042,0.03,0.031,0.039,0.035,0.038,0.029,0.045,0.041,0.033,0.03,0.042,0.032,0.041,0.037,0.033,0.037,0.036,0.03,0.04,0.034,0.04,0.029,0.042,0.033,0.039,0.035,0.038,0.04,0.034,0.035,0.039,0.033,0.039,0.032,0.04,0.04,0.034,0.036,0.038,0.037,0.038,0.038,0.036,0.032,0.042,0.034,0.04,0.044,0.028,0.035,0.039,0.04,0.034,0.034,0.04,0.032,0.039,0.038,0.034,0.033,0.04,0.038,0.036,0.037,0.037,0.032,0.041,0.035,0.038,0.037,0.034,0.035,0.039,0.04,0.031,0.038,0.034,0.035,0.039,0.036,0.037,0.038,0.035,0.04,0.034,0.031,0.039,0.034,0.04,0.036,0.038,0.034,0.039,0.038,0.037,0.04,0.034,0.031,0.043,0.043,0.029,0.037,0.036,0.038,0.035,0.04,0.031,0.036,0.038,0.036,0.038,0.031,0.041,0.045,0.029,0.038,0.035
2700,0.038,0.036,0.033,0.04,0.036,0.038,0.041,0.031,0.04,0.031,0.038,0.033,0.036,0.035,0.033,0.041,0.036,0.035,0.027,0.047,0.036,0.035,0.036,0.034,0.031,0.043,0.038,0.036,0.04,0.034,0.034,0.04,0.032,0.042,0.039,0.035,0.037,0.037,0.047,0.027,0.033,0.04,0.037,0.035,0.036,0.038,0.031,0.042,0.037,0.035,0.034,0.039,0.033,0.041,0.036,0.038,0.038,0.035,0.043,0.031,0.042,0.031,0.042,0.032,0.03,0.044,0.042,0.032,0.033,0.04,0.035,0.039,0.036,0.038,0.037,0.037,0.036,0.038,0.034,0.037,0.033,0.039,0.043,0.028,0.04,0.034,0.033,0.041,0.03,0.042,0.04,0.033,0.033,0.04,0.032,0.042,0.038,0.036,0.034,0.04,0.027,0.044,0.034,0.036,0.033,0.041,0.03,0.044,0.035,0.037,0.037,0.035,0.036,0.038,0.036,0.036,0.033,0.041,0.041,0.033,0.032,0.038,0.034,0.04,0.036,0.038,0.031,0.043,0.033,0.041,0.041,0.032,0.035,0.038,0.035,0.035,0.035,0.039,0.031,0.043,0.039,0.035,0.03,0.043,0.037,0.035,0.029,0.039,0.03,0.044,0.034,0.04,0.035,0.039,0.03,0.039,0.039,0.035,0.04,0.034,0.033,0.041,0.036,0.037,0.038,0.036,0.036,0.038,0.028,0.043,0.032,0.042,0.035,0.038,0.037,0.036,0.038,0.036,0.042,0.032,0.039,0.036,0.038,0.035,0.034,0.038,0.037,0.036,0.04,0.032,0.035,0.038,0.032,0.038,0.033,0.041,0.04,0.034,0.037,0.037
2800,0.038,0.036,0.034,0.04,0.036,0.036,0.042,0.032,0.045,0.029,0.039,0.035,0.032,0.035,0.035,0.039,0.034,0.036,0.028,0.045,0.036,0.037,0.03,0.041,0.033,0.04,0.034,0.038,0.038,0.036,0.038,0.036,0.033,0.042,0.043,0.031,0.037,0.037,0.042,0.03,0.032,0.041,0.034,0.04,0.035,0.039,0.033,0.04,0.038,0.036,0.038,0.036,0.032,0.04,0.033,0.04,0.037,0.037,0.04,0.034,0.04,0.034,0.04,0.033,0.029,0.045,0.041,0.031,0.035,0.039,0.032,0.042,0.033,0.037,0.037,0.036,0.034,0.04,0.037,0.036,0.031,0.042,0.042,0.031,0.04,0.032,0.036,0.038,0.03,0.038,0.037,0.036,0.033,0.037,0.033,0.041,0.037,0.034,0.035,0.039,0.03,0.044,0.039,0.035,0.037,0.037,0.026,0.048,0.037,0.036,0.035,0.035,0.035,0.036,0.038,0.034,0.034,0.04,0.04,0.033,0.027,0.046,0.036,0.038,0.038,0.036,0.033,0.04,0.035,0.039,0.041,0.032,0.033,0.039,0.034,0.039,0.037,0.036,0.032,0.038,0.035,0.037,0.029,0.043,0.038,0.033,0.029,0.043,0.038,0.035,0.035,0.035,0.031,0.043,0.031,0.043,0.036,0.037,0.042,0.032,0.033,0.04,0.037,0.035,0.041,0.033,0.042,0.033,0.028,0.039,0.034,0.04,0.037,0.037,0.038,0.036,0.04,0.034,0.039,0.035,0.039,0.035,0.037,0.037,0.034,0.04,0.036,0.037,0.04,0.033,0.034,0.04,0.033,0.04,0.033,0.039,0.038,0.036,0.034,0.039
2900,0.041,0.033,0.032,0.038,0.038,0.033,0.04,0.033,0.041,0.033,0.037,0.037,0.035,0.038,0.031,0.042,0.038,0.035,0.034,0.04,0.035,0.038,0.03,0.042,0.03,0.042,0.036,0.037,0.039,0.033,0.037,0.037,0.033,0.039,0.036,0.038,0.037,0.037,0.039,0.033,0.03,0.044,0.032,0.043,0.037,0.037,0.035,0.039,0.039,0.034,0.038,0.035,0.033,0.041,0.035,0.038,0.033,0.039,0.037,0.037,0.041,0.033,0.037,0.033,0.028,0.043,0.039,0.033,0.035,0.039,0.033,0.04,0.032,0.041,0.035,0.037,0.032,0.041,0.04,0.034,0.032,0.041,0.041,0.033,0.042,0.028,0.036,0.038,0.035,0.038,0.039,0.035,0.034,0.037,0.034,0.04,0.038,0.033,0.035,0.039,0.029,0.045,0.039,0.034,0.034,0.04,0.026,0.048,0.034,0.036,0.034,0.04,0.033,0.041,0.038,0.032,0.031,0.043,0.04,0.034,0.032,0.042,0.039,0.034,0.036,0.036,0.038,0.036,0.034,0.04,0.04,0.034,0.031,0.04,0.035,0.039,0.035,0.039,0.035,0.039,0.037,0.037,0.028,0.046,0.04,0.034,0.029,0.044,0.038,0.036,0.04,0.033,0.031,0.043,0.031,0.043,0.037,0.037,0.041,0.033,0.032,0.041,0.037,0.037,0.039,0.033,0.04,0.032,0.035,0.039,0.033,0.039,0.037,0.036,0.037,0.037,0.039,0.034,0.039,0.034,0.041,0.033,0.037,0.037,0.034,0.038,0.037,0.037,0.041,0.033,0.034,0.035,0.033,0.04,0.032,0.042,0.036,0.031,0.034,0.039
3000,0.038,0.034,0.036,0.038,0.036,0.033,0.041,0.033,0.044,0.03,0.035,0.036,0.033,0.039,0.034,0.04,0.034,0.038,0.034,0.039,0.034,0.04,0.034,0.04,0.032,0.039,0.035,0.039,0.035,0.038,0.033,0.04,0.034,0.039,0.033,0.039,0.037,0.037,0.039,0.032,0.03,0.041,0.031,0.043,0.035,0.039,0.034,0.04,0.037,0.037,0.04,0.033,0.031,0.042,0.038,0.036,0.033,0.041,0.038,0.035,0.039,0.031,0.037,0.037,0.033,0.041,0.037,0.037,0.037,0.035,0.035,0.039,0.035,0.039,0.034,0.039,0.033,0.04,0.04,0.034,0.032,0.04,0.04,0.033,0.037,0.037,0.039,0.035,0.037,0.037,0.042,0.031,0.034,0.04,0.033,0.039,0.033,0.039,0.034,0.038,0.031,0.043,0.039,0.035,0.028,0.04,0.027,0.046,0.033,0.036,0.033,0.04,0.033,0.041,0.037,0.037,0.033,0.041,0.041,0.033,0.035,0.039,0.037,0.034,0.037,0.037,0.038,0.035,0.03,0.038,0.04,0.034,0.035,0.038,0.035,0.039,0.035,0.039,0.033,0.039,0.038,0.036,0.025,0.049,0.035,0.039,0.027,0.047,0.038,0.031,0.043,0.031,0.036,0.038,0.032,0.042,0.035,0.037,0.04,0.033,0.035,0.039,0.041,0.033,0.035,0.035,0.042,0.032,0.035,0.039,0.035,0.038,0.035,0.037,0.034,0.039,0.035,0.038,0.039,0.035,0.04,0.033,0.038,0.035,0.035,0.039,0.037,0.037,0.041,0.033,0.038,0.033,0.032,0.041,0.033,0.041,0.046,0.029,0.035,0.038
3100,0.042,0.032,0.036,0.037,0.034,0.037,0.039,0.035,0.044,0.03,0.039,0.035,0.032,0.04,0.033,0.04,0.033,0.041,0.033,0.04,0.035,0.039,0.035,0.039,0.038,0.036,0.034,0.037,0.035,0.038,0.032,0.042,0.035,0.038,0.031,0.039,0.035,0.037,0.042,0.032,0.028,0.046,0.029,0.044,0.032,0.04,0.034,0.038,0.038,0.036,0.038,0.035,0.031,0.041,0.038,0.036,0.033,0.04,0.042,0.032,0.04,0.032,0.037,0.037,0.033,0.041,0.035,0.039,0.034,0.039,0.036,0.038,0.036,0.038,0.036,0.038,0.034,0.04,0.037,0.036,0.032,0.042,0.04,0.033,0.036,0.037,0.036,0.037,0.04,0.033,0.043,0.029,0.034,0.04,0.036,0.037,0.031,0.041,0.034,0.035,0.032,0.042,0.039,0.036,0.029,0.043,0.031,0.043,0.041,0.033,0.035,0.038,0.032,0.041,0.034,0.036,0.03,0.041,0.042,0.031,0.035,0.038,0.038,0.033,0.037,0.036,0.037,0.035,0.03,0.043,0.034,0.034,0.035,0.038,0.032,0.04,0.033,0.04,0.032,0.041,0.04,0.033,0.03,0.044,0.033,0.041,0.027,0.045,0.043,0.029,0.039,0.031,0.038,0.036,0.031,0.042,0.036,0.038,0.039,0.034,0.027,0.039,0.042,0.03,0.036,0.036,0.044,0.03,0.033,0.042,0.04,0.034,0.036,0.037,0.032,0.038,0.034,0.04,0.038,0.032,0.036,0.038,0.04,0.03,0.035,0.038,0.034,0.037,0.039,0.035,0.034,0.04,0.03,0.042,0.034,0.039,0.044,0.03,0.03,0.043
3200,0.042,0.032,0.037,0.035,0.036,0.036,0.042,0.031,0.039,0.035,0.036,0.035,0.034,0.04,0.035,0.039,0.03,0.044,0.033,0.039,0.035,0.038,0.038,0.034,0.036,0.035,0.035,0.039,0.034,0.038,0.034,0.04,0.035,0.033,0.032,0.042,0.036,0.037,0.041,0.032,0.03,0.043,0.03,0.042,0.03,0.042,0.028,0.046,0.037,0.037,0.038,0.036,0.031,0.042,0.038,0.036,0.036,0.038,0.045,0.029,0.042,0.031,0.037,0.037,0.032,0.042,0.036,0.038,0.034,0.04,0.037,0.037,0.034,0.037,0.037,0.037,0.035,0.039,0.032,0.04,0.031,0.043,0.039,0.035,0.037,0.037,0.039,0.035,0.04,0.034,0.044,0.03,0.035,0.037,0.037,0.037,0.033,0.041,0.042,0.032,0.031,0.043,0.037,0.035,0.029,0.045,0.028,0.042,0.041,0.032,0.034,0.039,0.037,0.037,0.031,0.036,0.038,0.036,0.041,0.031,0.032,0.042,0.04,0.034,0.036,0.037,0.035,0.039,0.034,0.04,0.032,0.041,0.033,0.041,0.034,0.04,0.033,0.039,0.03,0.043,0.042,0.032,0.031,0.043,0.033,0.041,0.029,0.04,0.04,0.03,0.039,0.034,0.037,0.036,0.027,0.043,0.038,0.036,0.04,0.034,0.025,0.047,0.042,0.031,0.03,0.042,0.045,0.029,0.034,0.04,0.036,0.038,0.035,0.039,0.032,0.042,0.038,0.034,0.034,0.04,0.037,0.037,0.043,0.028,0.039,0.035,0.033,0.042,0.038,0.036,0.031,0.042,0.033,0.039,0.034,0.039,0.035,0.03,0.032,0.042
3300,0.04,0.033,0.041,0.032,0.04,0.034,0.038,0.036,0.039,0.035,0.037,0.036,0.034,0.039,0.034,0.039,0.031,0.043,0.029,0.039,0.042,0.032,0.039,0.034,0.042,0.03,0.035,0.038,0.035,0.036,0.03,0.043,0.04,0.034,0.032,0.042,0.04,0.034,0.042,0.032,0.029,0.045,0.031,0.043,0.034,0.04,0.03,0.044,0.036,0.037,0.038,0.035,0.034,0.04,0.037,0.037,0.035,0.039,0.045,0.029,0.042,0.031,0.038,0.036,0.033,0.041,0.033,0.041,0.033,0.041,0.037,0.037,0.038,0.036,0.033,0.037,0.035,0.038,0.037,0.036,0.032,0.042,0.041,0.033,0.037,0.037,0.035,0.039,0.035,0.039,0.045,0.029,0.043,0.031,0.036,0.038,0.035,0.039,0.042,0.03,0.034,0.04,0.04,0.031,0.033,0.041,0.033,0.04,0.04,0.034,0.034,0.039,0.041,0.032,0.03,0.042,0.039,0.035,0.043,0.031,0.034,0.04,0.038,0.034,0.035,0.038,0.036,0.035,0.031,0.043,0.031,0.04,0.036,0.038,0.034,0.037,0.033,0.038,0.035,0.039,0.039,0.033,0.033,0.042,0.036,0.038,0.035,0.039,0.039,0.032,0.037,0.037,0.031,0.043,0.03,0.044,0.036,0.037,0.039,0.035,0.025,0.049,0.039,0.035,0.03,0.041,0.038,0.036,0.03,0.042,0.035,0.039,0.036,0.038,0.034,0.04,0.041,0.033,0.035,0.037,0.036,0.036,0.042,0.031,0.04,0.034,0.035,0.039,0.04,0.034,0.03,0.043,0.038,0.035,0.038,0.036,0.032,0.041,0.031,0.043
3400,0.04,0.033,0.042,0.032,0.037,0.034,0.031,0.041,0.04,0.033,0.038,0.036,0.032,0.041,0.032,0.039,0.035,0.038,0.031,0.043,0.038,0.036,0.036,0.038,0.042,0.031,0.037,0.037,0.035,0.039,0.028,0.046,0.039,0.032,0.032,0.041,0.036,0.038,0.039,0.035,0.032,0.04,0.032,0.041,0.035,0.038,0.031,0.042,0.038,0.036,0.038,0.036,0.035,0.039,0.038,0.036,0.032,0.042,0.041,0.033,0.042,0.032,0.038,0.036,0.03,0.043,0.033,0.04,0.032,0.041,0.044,0.03,0.036,0.036,0.031,0.043,0.039,0.035,0.034,0.04,0.027,0.046,0.041,0.033,0.036,0.037,0.038,0.035,0.036,0.038,0.045,0.028,0.043,0.03,0.035,0.038,0.034,0.04,0.038,0.036,0.035,0.038,0.042,0.031,0.032,0.041,0.035,0.038,0.038,0.033,0.034,0.034,0.037,0.037,0.033,0.041,0.036,0.035,0.046,0.027,0.034,0.04,0.036,0.038,0.035,0.039,0.039,0.035,0.03,0.044,0.031,0.035,0.035,0.038,0.035,0.037,0.033,0.041,0.037,0.036,0.037,0.035,0.034,0.04,0.035,0.038,0.035,0.039,0.039,0.035,0.035,0.037,0.032,0.042,0.03,0.043,0.034,0.038,0.039,0.035,0.027,0.047,0.039,0.034,0.035,0.039,0.037,0.036,0.033,0.041,0.035,0.039,0.037,0.037,0.035,0.039,0.041,0.032,0.034,0.04,0.038,0.033,0.043,0.03,0.041,0.032,0.038,0.036,0.038,0.033,0.034,0.04,0.034,0.04,0.033,0.036,0.034,0.038,0.029,0.045
3500,0.043,0.031,0.042,0.032,0.035,0.039,0.027,0.043,0.046,0.028,0.037,0.035,0.034,0.038,0.029,0.043,0.032,0.038,0.033,0.038,0.037,0.037,0.035,0.036,0.041,0.033,0.035,0.039,0.039,0.035,0.029,0.044,0.04,0.034,0.032,0.039,0.036,0.038,0.04,0.034,0.034,0.04,0.033,0.041,0.034,0.039,0.034,0.04,0.034,0.04,0.037,0.036,0.035,0.038,0.036,0.038,0.034,0.04,0.039,0.034,0.038,0.032,0.031,0.043,0.028,0.044,0.038,0.036,0.032,0.041,0.043,0.029,0.039,0.035,0.032,0.042,0.036,0.038,0.033,0.041,0.03,0.044,0.036,0.033,0.037,0.037,0.043,0.031,0.038,0.036,0.047,0.026,0.047,0.026,0.039,0.035,0.031,0.04,0.04,0.034,0.034,0.039,0.04,0.033,0.027,0.044,0.034,0.04,0.041,0.031,0.039,0.035,0.037,0.037,0.031,0.041,0.036,0.037,0.045,0.028,0.029,0.045,0.034,0.04,0.035,0.039,0.039,0.033,0.029,0.045,0.035,0.035,0.038,0.035,0.035,0.038,0.031,0.041,0.032,0.042,0.04,0.034,0.033,0.04,0.033,0.041,0.037,0.037,0.041,0.033,0.036,0.036,0.031,0.041,0.035,0.038,0.037,0.037,0.043,0.031,0.029,0.045,0.04,0.034,0.034,0.037,0.036,0.037,0.032,0.042,0.034,0.039,0.037,0.037,0.035,0.038,0.038,0.033,0.035,0.039,0.037,0.036,0.038,0.032,0.04,0.034,0.037,0.037,0.042,0.032,0.035,0.039,0.037,0.037,0.034,0.04,0.03,0.04,0.029,0.044
3600,0.042,0.032,0.038,0.036,0.037,0.037,0.028,0.046,0.046,0.025,0.041,0.033,0.034,0.04,0.033,0.04,0.033,0.039,0.035,0.039,0.037,0.037,0.037,0.035,0.041,0.033,0.033,0.039,0.04,0.032,0.033,0.041,0.039,0.035,0.034,0.04,0.036,0.038,0.038,0.036,0.036,0.038,0.038,0.036,0.028,0.039,0.037,0.037,0.035,0.039,0.04,0.034,0.038,0.036,0.036,0.038,0.034,0.039,0.036,0.038,0.038,0.034,0.03,0.041,0.03,0.041,0.038,0.035,0.032,0.039,0.037,0.036,0.038,0.036,0.03,0.042,0.034,0.038,0.027,0.046,0.031,0.043,0.036,0.037,0.035,0.037,0.044,0.03,0.037,0.037,0.044,0.028,0.043,0.027,0.035,0.037,0.027,0.047,0.041,0.033,0.036,0.038,0.039,0.035,0.028,0.046,0.037,0.037,0.041,0.033,0.041,0.033,0.037,0.036,0.031,0.038,0.036,0.036,0.041,0.032,0.03,0.042,0.035,0.038,0.036,0.038,0.043,0.031,0.031,0.043,0.038,0.036,0.036,0.039,0.034,0.038,0.03,0.043,0.032,0.04,0.038,0.036,0.028,0.044,0.03,0.044,0.034,0.039,0.039,0.034,0.036,0.037,0.036,0.038,0.037,0.037,0.037,0.037,0.04,0.033,0.027,0.046,0.038,0.035,0.041,0.033,0.036,0.038,0.034,0.037,0.035,0.039,0.035,0.038,0.041,0.033,0.039,0.034,0.033,0.041,0.037,0.036,0.039,0.035,0.039,0.033,0.039,0.035,0.042,0.029,0.035,0.035,0.036,0.033,0.033,0.041,0.027,0.047,0.034,0.039
3700,0.042,0.031,0.033,0.041,0.037,0.037,0.026,0.048,0.046,0.027,0.043,0.031,0.037,0.037,0.034,0.04,0.032,0.042,0.037,0.037,0.041,0.033,0.038,0.035,0.042,0.032,0.036,0.037,0.04,0.033,0.035,0.039,0.036,0.038,0.035,0.038,0.034,0.038,0.041,0.033,0.038,0.036,0.037,0.035,0.026,0.048,0.035,0.037,0.036,0.038,0.036,0.035,0.032,0.042,0.036,0.035,0.031,0.039,0.037,0.036,0.04,0.032,0.039,0.035,0.031,0.043,0.038,0.036,0.034,0.038,0.036,0.038,0.036,0.037,0.027,0.045,0.037,0.037,0.029,0.044,0.031,0.041,0.035,0.039,0.038,0.036,0.042,0.032,0.037,0.035,0.041,0.033,0.04,0.027,0.038,0.036,0.025,0.048,0.042,0.031,0.036,0.038,0.039,0.035,0.033,0.04,0.033,0.039,0.038,0.036,0.037,0.037,0.038,0.032,0.037,0.037,0.035,0.036,0.044,0.03,0.032,0.04,0.035,0.037,0.034,0.04,0.043,0.029,0.033,0.041,0.036,0.035,0.034,0.037,0.039,0.035,0.036,0.037,0.032,0.04,0.036,0.037,0.025,0.048,0.032,0.042,0.037,0.037,0.041,0.032,0.035,0.039,0.035,0.037,0.035,0.038,0.039,0.035,0.038,0.036,0.027,0.044,0.04,0.034,0.04,0.033,0.035,0.038,0.035,0.039,0.033,0.04,0.034,0.04,0.038,0.036,0.038,0.036,0.036,0.038,0.04,0.034,0.04,0.034,0.037,0.037,0.04,0.034,0.039,0.035,0.037,0.035,0.035,0.039,0.034,0.04,0.032,0.042,0.031,0.04
3800,0.042,0.032,0.036,0.037,0.039,0.036,0.027,0.046,0.043,0.031,0.038,0.031,0.039,0.035,0.035,0.039,0.034,0.04,0.035,0.038,0.039,0.034,0.038,0.035,0.038,0.034,0.036,0.038,0.04,0.033,0.03,0.042,0.035,0.038,0.035,0.037,0.033,0.041,0.041,0.032,0.037,0.037,0.04,0.033,0.032,0.042,0.035,0.039,0.039,0.035,0.037,0.037,0.035,0.039,0.037,0.035,0.031,0.04,0.039,0.035,0.041,0.033,0.036,0.038,0.032,0.041,0.042,0.032,0.035,0.039,0.035,0.039,0.037,0.035,0.029,0.045,0.038,0.035,0.031,0.042,0.029,0.041,0.037,0.037,0.036,0.038,0.042,0.028,0.036,0.038,0.039,0.033,0.038,0.034,0.035,0.038,0.027,0.043,0.04,0.032,0.036,0.038,0.039,0.035,0.032,0.041,0.032,0.042,0.036,0.036,0.035,0.037,0.038,0.034,0.038,0.036,0.034,0.04,0.041,0.033,0.034,0.04,0.033,0.041,0.036,0.038,0.041,0.033,0.031,0.043,0.038,0.036,0.038,0.034,0.037,0.036,0.037,0.035,0.034,0.039,0.034,0.038,0.028,0.046,0.034,0.04,0.038,0.036,0.04,0.034,0.041,0.033,0.035,0.034,0.036,0.038,0.037,0.037,0.038,0.036,0.027,0.047,0.041,0.033,0.043,0.032,0.034,0.039,0.037,0.035,0.034,0.04,0.036,0.037,0.041,0.033,0.035,0.038,0.037,0.037,0.039,0.035,0.038,0.035,0.036,0.038,0.036,0.038,0.041,0.033,0.039,0.035,0.031,0.043,0.034,0.04,0.03,0.043,0.031,0.042
3900,0.039,0.031,0.034,0.04,0.036,0.038,0.029,0.043,0.04,0.033,0.039,0.035,0.036,0.038,0.036,0.038,0.034,0.038,0.037,0.037,0.039,0.035,0.037,0.036,0.042,0.032,0.035,0.039,0.04,0.034,0.032,0.041,0.034,0.038,0.034,0.035,0.033,0.041,0.037,0.036,0.036,0.038,0.041,0.033,0.034,0.039,0.035,0.038,0.039,0.035,0.039,0.034,0.03,0.044,0.033,0.035,0.036,0.037,0.038,0.035,0.041,0.031,0.035,0.038,0.033,0.04,0.042,0.03,0.035,0.039,0.035,0.038,0.038,0.035,0.031,0.04,0.037,0.037,0.032,0.041,0.031,0.043,0.038,0.034,0.034,0.039,0.04,0.034,0.037,0.035,0.034,0.038,0.04,0.033,0.033,0.038,0.03,0.042,0.038,0.036,0.035,0.038,0.039,0.035,0.031,0.043,0.034,0.039,0.036,0.034,0.039,0.035,0.039,0.033,0.035,0.039,0.037,0.037,0.041,0.031,0.034,0.04,0.032,0.041,0.035,0.036,0.041,0.033,0.031,0.042,0.041,0.033,0.039,0.034,0.04,0.034,0.036,0.038,0.037,0.037,0.035,0.038,0.028,0.046,0.038,0.036,0.037,0.036,0.038,0.034,0.041,0.032,0.039,0.034,0.035,0.039,0.032,0.042,0.036,0.038,0.028,0.045,0.041,0.031,0.041,0.033,0.035,0.039,0.036,0.035,0.033,0.041,0.033,0.041,0.045,0.028,0.036,0.038,0.038,0.035,0.042,0.032,0.035,0.035,0.034,0.04,0.033,0.04,0.036,0.038,0.039,0.034,0.031,0.043,0.035,0.039,0.032,0.038,0.031,0.041
4000,0.037,0.036,0.031,0.043,0.038,0.036,0.033,0.041,0.037,0.036,0.037,0.037,0.037,0.037,0.036,0.037,0.032,0.038,0.031,0.037,0.04,0.034,0.038,0.036,0.04,0.033,0.035,0.035,0.038,0.034,0.032,0.042,0.033,0.041,0.034,0.037,0.035,0.039,0.036,0.037,0.034,0.04,0.04,0.034,0.036,0.037,0.038,0.036,0.036,0.034,0.038,0.036,0.028,0.043,0.034,0.039,0.036,0.036,0.039,0.034,0.042,0.032,0.035,0.039,0.035,0.037,0.043,0.03,0.035,0.039,0.036,0.035,0.039,0.033,0.028,0.046,0.036,0.038,0.028,0.041,0.033,0.04,0.037,0.034,0.036,0.038,0.042,0.032,0.042,0.032,0.032,0.041,0.044,0.029,0.034,0.04,0.032,0.042,0.036,0.037,0.033,0.041,0.041,0.033,0.034,0.04,0.033,0.041,0.035,0.036,0.036,0.038,0.036,0.035,0.031,0.039,0.039,0.035,0.042,0.032,0.034,0.04,0.033,0.04,0.038,0.036,0.038,0.036,0.031,0.042,0.036,0.037,0.039,0.035,0.035,0.037,0.034,0.038,0.037,0.037,0.037,0.037,0.027,0.042,0.037,0.035,0.04,0.034,0.039,0.033,0.038,0.036,0.033,0.041,0.036,0.038,0.028,0.044,0.034,0.04,0.029,0.044,0.038,0.036,0.039,0.032,0.037,0.036,0.037,0.037,0.033,0.041,0.034,0.04,0.043,0.03,0.036,0.037,0.035,0.039,0.04,0.034,0.037,0.036,0.036,0.038,0.033,0.039,0.035,0.039,0.037,0.034,0.031,0.043,0.037,0.037,0.036,0.037,0.029,0.045
4100,0.038,0.036,0.03,0.044,0.035,0.038,0.032,0.042,0.038,0.036,0.037,0.037,0.039,0.034,0.034,0.037,0.034,0.04,0.03,0.044,0.034,0.039,0.037,0.037,0.037,0.037,0.035,0.031,0.041,0.033,0.031,0.043,0.03,0.044,0.037,0.037,0.034,0.04,0.034,0.038,0.028,0.043,0.037,0.035,0.035,0.039,0.035,0.034,0.035,0.037,0.038,0.035,0.028,0.046,0.034,0.039,0.037,0.037,0.041,0.033,0.04,0.034,0.035,0.039,0.035,0.032,0.043,0.03,0.035,0.039,0.035,0.038,0.04,0.033,0.026,0.048,0.038,0.036,0.027,0.046,0.033,0.038,0.038,0.035,0.036,0.037,0.042,0.031,0.04,0.034,0.032,0.042,0.044,0.03,0.037,0.037,0.032,0.041,0.035,0.038,0.034,0.04,0.039,0.035,0.033,0.039,0.033,0.036,0.034,0.04,0.033,0.041,0.039,0.035,0.029,0.045,0.039,0.034,0.038,0.032,0.031,0.043,0.027,0.047,0.035,0.037,0.038,0.036,0.036,0.037,0.034,0.04,0.036,0.038,0.038,0.036,0.035,0.038,0.036,0.038,0.034,0.039,0.029,0.042,0.042,0.032,0.039,0.035,0.039,0.035,0.038,0.035,0.028,0.046,0.037,0.035,0.032,0.042,0.038,0.036,0.029,0.046,0.035,0.039,0.04,0.03,0.036,0.035,0.035,0.038,0.033,0.039,0.029,0.044,0.039,0.032,0.038,0.036,0.034,0.038,0.043,0.031,0.037,0.033,0.039,0.034,0.035,0.039,0.034,0.04,0.041,0.033,0.033,0.04,0.039,0.035,0.033,0.04,0.028,0.044
